X	Y
-0,49531863	2,652540183
-2,989920364	1,248749642
-0,895809042	1,98505323
-1,780107161	-3,49639918
-1,702751683	-3,900429892
-0,816133646	-4,167661851
-0,798378711	-3,860257881
-0,365713421	2,126711363
-2,437453426	2,081451175
1,73492217	1,875608543
-1,858876979	-3,731357596
1,802880801	-1,296556211
-2,552983635	1,919541935
-3,096192931	1,437789857
1,972730728	-0,588717205
-1,08465302	-4,122975568
0,796223691	-0,427035665
1,01692147	1,609523839
-2,761938321	1,561775287
-0,727406057	-2,181140435
-2,224791866	-3,659409689
-0,414437962	-2,229349007
-2,33920063	2,822919879
-1,058385143	2,669070116
-2,469317071	0,848301722
-2,984246367	1,19513311
-2,244169639	-3,617560953
-2,450516238	1,30348162
1,540534746	-0,221913259
-0,73376198	-3,924342829
-2,593535304	1,594104648
-0,456404885	-1,1357743
-0,909988425	-1,553089707
-1,050784838	-1,201378553
-3,051409609	0,211313874
-3,417654207	1,422616205
-1,645147994	2,945212256
-2,703243966	1,41899269
-0,339944919	2,425550041
0,967526945	0,060947945
-2,432901134	0,804579604
0,753294049	1,266219579
-2,535351787	0,4936306
1,494447709	2,322475885
-2,64636009	2,104669729
0,52821894	1,697563569
-1,805102833	1,978582441
1,507806627	-0,876267299
-0,914835998	-1,791031413
-1,062899047	2,624446644
-2,506777212	1,78743438
-2,048363522	-3,972342302
-1,617439304	2,207266375
1,569417791	1,809809747
2,368098546	-0,822906631
-2,499078934	2,664769178
-2,364866648	0,570839175
-2,542862471	0,804120646
-1,898895682	-3,82758655
-1,714559342	2,492507693
1,264847586	1,846906935
-3,104551284	1,663597023
-2,422664765	0,40421398
-3,15985804	1,400474908
-0,656996036	-1,691276493
-0,690942018	2,406181501
-1,723114065	2,811672166
-2,300742535	-3,916296017
-0,999458397	2,006231534
-2,368047768	1,738585135
-0,728605366	1,996662551
-3,085992114	1,464390263
-3,2381034	0,514536171
-2,606749421	1,94101496
0,921842678	-0,40527045
-2,435424504	1,565111623
-2,489733853	0,811206679
1,112087047	-0,840842653
-2,286154248	-3,704843547
-1,906908545	2,55526333
-0,600907821	1,801930891
-0,456810288	-1,703995331
-2,97794843	2,232206499
-2,152920308	-3,934383697
-1,03316806	2,404085847
1,701425615	-0,897444813
-1,610553727	-3,952409913
-0,63059068	-2,493063591
0,698399583	-0,143205906
0,424506405	-0,065849143
-1,600054956	2,274005251
-0,473751399	-1,429268593
-1,789343453	2,081057507
-0,718836143	1,898440483
-1,477472195	-3,705014683
-2,481923476	1,371184858
-2,56111726	1,320153821
1,241428341	-0,563956698
-2,059523305	2,352593411
0,177590407	-2,661459031
-1,452816299	-3,473705777
1,320771937	1,698889081
0,847003249	0,724564413
-0,765964248	-1,347688102
0,946665712	-0,494483227
-2,906338239	-0,077970442
-1,28566239	2,318840656
0,661125165	-0,610249255
-1,252998591	2,428988036
-0,874595379	2,507590129
-2,584273664	0,60103486
-0,94356133	-1,238615087
0,760196779	1,287838311
-2,401401975	-4,109808838
-3,004035699	-0,020981991
-2,587943452	0,880711112
0,094784885	-2,369091671
0,720566025	0,668992538
1,034176506	1,040624006
-2,083163548	2,046865614
-1,655191898	-3,961680396
-0,537797192	2,085938379
-2,393496845	2,092642998
-0,754671117	2,187278364
1,458881226	-0,304255661
1,04062796	2,198411872
-0,481729618	-2,56817966
-2,388615651	1,641510017
1,718079403	-0,735531309
-0,824124972	-1,509770847
-1,140400526	-3,599592909
