X	Y
-0,414695861	-1,89398672
0,038044755	-1,632837034
-1,630838684	-1,727474574
1,240169832	1,95093966
-2,56178247	-1,332692945
-1,677508831	-1,615915094
0,872033262	1,846093838
-1,926515693	-2,166952499
-1,535412069	-1,552201704
1,949960655	1,599459269
2,37247358	1,823359473
-1,800915904	-1,970791063
-0,517375885	-1,112113135
-2,289854919	-0,71221374
1,326273366	2,05644878
1,690342853	2,139857983
1,796398513	1,719886059
-0,60805579	-2,024122324
2,559752173	0,970540132
-1,008538806	-1,614234741
-0,272209891	-1,672400013
-0,616175476	-1,607958865
-2,601353093	-1,006507099
-1,372780262	-1,654198005
-2,261733396	-0,757257207
-0,686701814	-2,084546025
-2,516407323	-0,919261717
-2,670700953	-0,64805756
-1,797239601	-1,346532986
0,938097424	1,652546651
-1,564211822	-1,949818663
2,509379331	1,553808725
1,950851342	2,1385569
1,859601419	1,518713964
2,255359794	0,492948829
-2,152923099	-1,272990879
1,174863589	1,610063644
2,34278308	1,138029246
2,033272365	1,434549293
0,881310175	1,308572015
-0,556109967	-1,571885519
1,906278807	1,536453431
-0,211354432	-1,270159205
2,103307466	1,383834949
-1,397537204	-1,653739558
2,788894765	0,897971891
-0,181573357	-1,174047839
-0,398772097	-1,267243364
1,884912257	1,668726418
2,640224462	1,740815927
1,145820107	1,629174191
1,114823218	1,60650718
2,220606699	0,72245554
2,199791546	1,174139225
1,935302274	1,522703457
-1,10591704	-2,313947602
-0,663044564	-1,685891065
-1,263017717	-1,629282574
2,350738471	1,263166664
-2,346603954	-1,50937821
-1,573001245	-1,76238652
-1,66882184	-1,531407841
-1,977999173	-1,942206063
2,500835144	1,698347636
2,634142045	1,320073532
2,427448908	0,8092358
1,628104582	1,831190992
0,933542087	1,690884774
2,629316466	1,4088279
2,47144525	1,711040701
-2,359040166	-0,7563832
-1,720627135	-2,014550525
2,5135993	1,193611988
-0,203563021	-1,641209488
-2,442070535	-0,960358422
2,261664918	1,042782899
-1,795154665	-2,199865889
1,920043286	1,995483937
1,939180884	2,015254066
0,472944365	1,470047342
0,672680975	1,906357072
1,881789504	1,871213285
2,190358279	1,796405704
-0,259916317	-1,472311867
-1,969510512	-1,955565478
2,488903806	0,92436572
2,472620791	1,815275006
2,847928498	0,720801185
-0,460066064	-1,55019781
2,171037481	0,456299151
-0,320155121	-1,360302236
-0,269260904	-1,660624408
2,493485408	0,909355123
-1,644428294	-1,541121034
2,631799148	0,934004348
-1,827303091	-1,604451714
1,558415362	1,63209309
-0,985205028	-2,12052666
-2,615202476	-0,584526178
-2,085765139	-1,20131816
2,142993999	1,906379202
1,846276292	1,605311947
0,978940026	1,768404796
1,541017129	1,710853505
0,938764096	1,694644595
1,324858391	1,969411981
1,160456869	1,791820359
1,027359058	1,772865314
0,512936499	1,531319859
-1,433803308	-1,688407121
-0,228628473	-1,358572715
-1,965638536	-2,027380209
-2,187756278	-1,241975613
2,427673208	0,504237819
-2,342976566	-0,666309323
-2,435932238	-0,606677202
-0,522668784	-1,697759458
-2,622352813	-1,389890158
-1,772361983	-1,934623309
-1,691612142	-1,761055138
2,27962761	0,54359858
-2,146441404	-1,278395511
1,964651496	1,865618562
-1,227508565	-1,93760486
-1,630157578	-1,608853578
0,532597864	1,509559661
2,129808617	1,388316317
-1,95857952	-1,784882004
2,718542846	0,536375349
-0,658641892	-1,497451458
1,687681731	1,885951933
-0,410081032	-1,756097346
-2,149733787	-1,104375994
0,668699565	1,34628112
-0,499935171	-2,14924819
2,351171112	1,44662838
-2,581453425	-0,608513342
2,324409396	0,691143104
2,320098867	1,902437344
-0,084548105	-1,496391777
2,400173097	1,048172146
-2,421452024	-1,08740851
2,566663595	1,32583943
2,702598126	0,972755705
1,524788002	1,580988841
0,547037144	1,828352318
2,521477615	1,421201686
-2,582488337	-1,112731058
-2,621662605	-1,381640432
-0,972372406	-1,906788164
2,423532806	0,423853591
-1,02261067	-2,169832988
-1,883504404	-1,963300888
-0,699112312	-1,780931292
0,866710538	1,351863103
-1,87849608	-1,611563568
-2,240684549	-1,957165988
-0,589345182	-1,590860729
-2,308750083	-1,467985885
2,285158738	1,035348889
-2,197374817	-1,138992041
-0,493280531	-1,415648752
0,722333199	1,690861771
1,287157146	1,918569755
-0,757837244	-2,125009524
2,214933222	1,042289019
-2,468888009	-1,140691407
1,929407559	1,990931248
-1,519919586	-1,662980058
-2,196559469	-0,691269288
2,300117685	1,312153665
1,333798288	1,933066475
-1,671903237	-1,804349157
-2,135752729	-1,721875574
0,89287896	1,862237587
0,98743236	1,433320895
-0,660090316	-2,241687802
-0,704742461	-1,861026328
2,820777504	1,037276504
-1,169345055	-1,701287954
2,018044797	1,668662481
2,236283207	0,422251571
1,58165871	1,842525737
-0,355624124	-1,135946989
-2,29019188	-0,783900099
0,732189997	2,008256236
1,730843661	2,050782139
-1,90717032	-1,42695163
-2,18785918	-1,083161807
1,780744439	1,582117335
2,385856182	0,561852231
-2,344008996	-0,850331528
2,112917824	1,41228048
2,278634123	0,777499757
2,248904113	0,684743841
2,357786715	1,829747831
0,619606147	1,494446062
-0,247923466	-1,305587046
2,152458227	0,517762494
-1,686539997	-1,937559648
-0,503080181	-2,088848512
1,774669146	2,263916467
-0,453446728	-1,900141552
2,696030512	0,91328319
-2,494078884	-1,145391468
-2,526871182	-0,831435969
2,715670287	0,171064442
2,703213621	0,495790269
1,874029907	1,678927635
0,810840735	2,114075441
-1,813068455	-1,798320494
0,619406494	1,31479361
1,250328903	1,558602137
2,719529009	0,398452144
-0,472369858	-1,306829305
-0,384751947	-1,308983829
2,056488564	1,769400415
-2,256431576	-1,620153707
1,511752073	2,07043695
2,060110049	2,175290716
2,431455591	1,739673771
-0,780237988	-1,542448776
2,611267276	0,728564127
-1,470119974	-1,598821656
-0,481137591	-1,67051529
2,173772966	1,596888375
1,126060967	1,584171833
2,673644398	0,583650598
-2,649796279	-0,559124845
0,704863801	1,461293236
-1,892756663	-1,288715855
2,199318163	1,711268292
2,568411534	0,830917383
1,952889748	1,567680307
-1,22034642	-1,670947055
-1,314643864	-2,014525779
-2,324520018	-0,88894784
-1,871280299	-1,703338605
-1,388033927	-1,686455841
-1,270846345	-2,096132215
2,380862598	0,410148269
0,769782225	1,288670645
2,850454999	0,6433909
-2,012806904	-1,708867646
-1,944670098	-1,199824663
-1,195181739	-1,81274665
2,001710878	2,195210954
-0,25522329	-1,469999968
-1,042980216	-1,700711736
0,413999589	1,672894482
1,055461852	2,139625457
-2,017556478	-1,178816044
2,551168404	1,452651164
1,50791772	1,989967113
-0,784635657	-2,099308261
-0,636910503	-1,364634008
2,792775337	1,470007527
0,937890617	2,191193457
2,262459384	0,60453391
-0,777658299	-1,842713805
1,112312925	1,695139033
1,169205232	1,782537093
0,811621968	1,6971378
-1,980702098	-0,71593546
2,297261292	1,271601042
-1,509057966	-1,952561842
-1,341408519	-1,836056337
-1,579971212	-1,862500445
-1,427974663	-1,691225407
2,598759392	0,583821549
-0,292719506	-1,220187734
2,539204397	0,40649867
-0,923072455	-1,74068631
0,704378208	2,059363234
1,095316763	1,833231645
-1,505250239	-1,632261666
1,578798066	2,251428262
2,628443242	0,733303262
2,262529058	0,589289414
-1,234438516	-2,004372841
2,773827833	0,932891903
-1,868366257	-2,050660653
-0,598994135	-1,304740133
-1,3802201	-1,631720283
-1,269455513	-1,791904891
0,546876515	1,494049137
0,302944711	1,534549607
-0,795474927	-1,55782566
0,733050191	1,399658677
